TID,PID,#,A,W,ID,T,sX,sY,sZ,tX,tY,tZ,dX,dY,dZ,dP
3,4,1,0.7,0.06,3.6629650489293,0.5834351,-0.7975334,1.043283,-0.01491874,-0.7831559,1.044275,0,0.01437753,0.0009924173,0.01491874,0.0144117447690749
3,4,2,0.7,0.06,3.6629650489293,0.525528,-0.3963452,1.571855,0.003467381,-0.3918441,1.58287,0,0.004501134,0.01101518,0.003467381,0.01189934149619
3,4,3,0.7,0.06,3.6629650489293,0.5246735,-0.3906518,0.9255177,0.002137423,-0.391844,0.9171302,0,0.001192182,0.008387446,0.002137423,0.0084717504574897
3,4,4,0.7,0.06,3.6629650489293,0.5452881,-0.8029028,1.45717,-0.01446718,-0.783156,1.455725,0,0.01974678,0.001445651,0.01446718,0.0197996273439539
3,4,5,0.7,0.06,3.6629650489293,0.6272736,-0.1614332,1.250716,-0.02116132,-0.15,1.25,0,0.01143315,0.0007156134,0.02116132,0.0114555279561841
3,4,1,0.6,0.06,3.45943174371558,0.5268097,-0.7797726,1.063063,-0.01332796,-0.742705,1.073664,0,0.03706753,0.01060104,0.01332796,0.0385536521760421
3,4,2,0.6,0.06,3.45943174371558,0.488266,-0.4217097,1.54084,-0.002693951,-0.4072949,1.535317,0,0.01441482,0.005522728,0.002693951,0.0154365629615685
3,4,3,0.6,0.06,3.45943174371558,0.484787,-0.4077056,0.9624866,0.005318105,-0.4072949,0.9646831,0,0.0004107058,0.002196431,0.005318105,0.00223449974236243
3,4,4,0.6,0.06,3.45943174371558,0.5186005,-0.7406049,1.415298,-0.02159435,-0.7427051,1.426336,0,0.00210017,0.01103711,0.02159435,0.011235147442473
3,4,5,0.6,0.06,3.45943174371558,0.5562286,-0.2114773,1.256696,-0.003689945,-0.2,1.25,0,0.01147729,0.006696224,0.003689945,0.0132878757072202
3,4,1,0.6,0.1,2.8073549220576,0.5268402,-0.7680737,1.059441,-0.03277642,-0.742705,1.073664,0,0.02536869,0.01422322,0.03277642,0.0290838509566811
3,4,2,0.6,0.1,2.8073549220576,0.4714355,-0.4236304,1.535456,-0.01456904,-0.4072949,1.535317,0,0.01633552,0.0001391172,0.01456904,0.0163361095354497
3,4,3,0.6,0.1,2.8073549220576,0.4491425,-0.4068077,0.9587046,0.01417941,-0.4072949,0.9646831,0,0.0004872084,0.005978465,0.01417941,0.00599828448043166
3,4,4,0.6,0.1,2.8073549220576,0.5137482,-0.735227,1.40193,-0.02649379,-0.7427051,1.426336,0,0.007478118,0.02440584,0.02649379,0.0255258130236445
3,4,5,0.6,0.1,2.8073549220576,0.5366058,-0.1908953,1.245375,-0.01070565,-0.2,1.25,0,0.009104729,0.004624605,0.01070565,0.0102119076443912
3,4,1,0.5,0.1,2.58496250072116,0.4726257,-0.7169373,1.10082,-0.005834579,-0.7022542,1.103054,0,0.01468313,0.002233386,0.005834579,0.0148520114308743
3,4,2,0.5,0.1,2.58496250072116,0.4191284,-0.4329003,1.487064,0.008793771,-0.4227458,1.487764,0,0.01015455,0.0006999969,0.008793771,0.010178643628829
3,4,3,0.5,0.1,2.58496250072116,0.4034119,-0.4181329,0.9946778,0.004188776,-0.4227457,1.012236,0,0.004612774,0.0175581,0.004188776,0.0181539108884467
3,4,4,0.5,0.1,2.58496250072116,0.4339752,-0.7126946,1.369276,-0.00293541,-0.7022543,1.396946,0,0.01044035,0.02767026,0.00293541,0.0295743879508256
3,4,5,0.5,0.1,2.58496250072116,0.4873352,-0.2653883,1.236877,0.004050434,-0.25,1.25,0,0.01538834,0.01312268,0.004050434,0.0202238886771943
3,4,1,0.7,0.1,3,0.4894104,-0.7775704,1.046314,-0.02312064,-0.7831559,1.044275,0,0.005585432,0.002039313,0.02312064,0.00594607854106989
3,4,2,0.7,0.1,3,0.4711304,-0.4048322,1.567887,-0.006001115,-0.3918441,1.58287,0,0.01298812,0.01498246,0.006001115,0.0198283997045741
3,4,3,0.7,0.1,3,0.4846802,-0.3975158,0.9124833,-0.001365662,-0.391844,0.9171302,0,0.005671829,0.004646897,0.001365662,0.00733234605721588
3,4,4,0.7,0.1,3,0.5140076,-0.7793149,1.429451,-0.002347231,-0.783156,1.455725,0,0.003841102,0.0262742,0.002347231,0.0265534908196668
3,4,5,0.7,0.1,3,0.5678711,-0.1817566,1.25242,-0.02304184,-0.15,1.25,0,0.03175661,0.002419829,0.02304184,0.0318486708110557
3,4,1,0.5,0.06,3.22239251961225,0.5138397,-0.7138174,1.08505,0.005871415,-0.7022542,1.103054,0,0.01156318,0.01800406,0.005871415,0.0213975078946586
3,4,2,0.5,0.06,3.22239251961225,0.5644989,-0.4326157,1.495479,-0.001507878,-0.4227458,1.487764,0,0.009869903,0.007714629,0.001507878,0.0125271902255243
3,4,3,0.5,0.06,3.22239251961225,0.5335541,-0.4225082,1.00238,-0.005540907,-0.4227457,1.012236,0,0.0002374649,0.00985539,0.005540907,0.00985825002984122
3,4,4,0.5,0.06,3.22239251961225,0.5892792,-0.7044234,1.389467,-0.007228911,-0.7022543,1.396946,0,0.002169073,0.007479548,0.007228911,0.00778771604166608
3,4,5,0.5,0.06,3.22239251961225,0.614212,-0.270267,1.252564,-0.006081283,-0.25,1.25,0,0.02026698,0.002563715,0.006081283,0.0204284877095717
3,4,1,0.7,0.06,3.6629650489293,0.7294006,-0.7778721,1.046422,-0.0187155,-0.7831559,1.044275,0,0.005283713,0.002147317,0.0187155,0.00570338466848276
3,4,2,0.7,0.06,3.6629650489293,0.6404114,-0.414009,1.588076,0.01946479,-0.3918441,1.58287,0,0.02216491,0.005206704,0.01946479,0.0227682465078597
3,4,3,0.7,0.06,3.6629650489293,0.589859,-0.3917248,0.9256328,-0.006173611,-0.391844,0.9171302,0,0.0001192093,0.008502543,0.006173611,0.00850337861411713
3,4,4,0.7,0.06,3.6629650489293,0.6576385,-0.7823614,1.450888,0.007299781,-0.783156,1.455725,0,0.0007945299,0.004836917,0.007299781,0.0049017387844176
3,4,5,0.7,0.06,3.6629650489293,0.7328186,-0.1664979,1.258201,-0.01913887,-0.15,1.25,0,0.01649788,0.008201122,0.01913887,0.0184238556899246
3,4,1,0.6,0.06,3.45943174371558,0.5818787,-0.7562327,1.065842,0.005166888,-0.742705,1.073664,0,0.01352763,0.007822633,0.005166888,0.0156265928719483
3,4,2,0.6,0.06,3.45943174371558,0.6278992,-0.413317,1.536172,0.01016158,-0.4072949,1.535317,0,0.006022096,0.0008547306,0.01016158,0.00608245022921645
3,4,3,0.6,0.06,3.45943174371558,0.5866852,-0.4008474,0.9736177,0.004497826,-0.4072949,0.9646831,0,0.006447434,0.008934677,0.004497826,0.0110180695885902
3,4,4,0.6,0.06,3.45943174371558,0.6108093,-0.746341,1.424937,0.01151586,-0.7427051,1.426336,0,0.003635943,0.001398683,0.01151586,0.00389568916021723
3,4,5,0.6,0.06,3.45943174371558,0.7303162,-0.2311298,1.255221,-0.001951754,-0.2,1.25,0,0.03112981,0.005221248,0.001951754,0.0315646372651004
3,4,1,0.6,0.1,2.8073549220576,0.677597,-0.737613,1.084554,-0.01306897,-0.742705,1.073664,0,0.005092084,0.01088977,0.01306897,0.0120214967365912
3,4,2,0.6,0.1,2.8073549220576,0.6410522,-0.4084421,1.53682,0.008843005,-0.4072949,1.535317,0,0.001147211,0.001502752,0.008843005,0.00189059690139231
3,4,3,0.6,0.1,2.8073549220576,0.5296478,-0.4011858,0.9510297,-0.003429592,-0.4072949,0.9646831,0,0.006109059,0.01365334,0.003429592,0.0149577484082419
3,4,4,0.6,0.1,2.8073549220576,0.50177,-0.7539824,1.408373,-0.00918144,-0.7427051,1.426336,0,0.01127726,0.01796222,0.00918144,0.0212089087031172
3,4,5,0.6,0.1,2.8073549220576,0.6053162,-0.2277939,1.241717,-0.02694702,-0.2,1.25,0,0.02779394,0.008282661,0.02694702,0.0290018240290411
3,4,1,0.5,0.1,2.58496250072116,0.4880371,-0.7149412,1.086897,0.006815851,-0.7022542,1.103054,0,0.01268703,0.01615608,0.006815851,0.0205421396669516
3,4,2,0.5,0.1,2.58496250072116,0.4168701,-0.4269975,1.478405,0.004256368,-0.4227458,1.487764,0,0.004251778,0.009359121,0.004256368,0.0102796288436139
3,4,3,0.5,0.1,2.58496250072116,0.4074097,-0.4406159,0.9954191,0.01465088,-0.4227457,1.012236,0,0.01787016,0.01681679,0.01465088,0.0245386865008573
3,4,4,0.5,0.1,2.58496250072116,0.4006042,-0.6999938,1.379108,-0.008037388,-0.7022543,1.396946,0,0.002260447,0.0178386,0.008037388,0.0179812450110341
3,4,5,0.5,0.1,2.58496250072116,0.5686493,-0.2726316,1.252225,0.005741656,-0.25,1.25,0,0.02263156,0.002225399,0.005741656,0.0227407062009704
3,4,1,0.7,0.1,3,0.5470428,-0.7748153,1.058591,-0.01378256,-0.7831559,1.044275,0,0.008340597,0.01431596,0.01378256,0.0165684142726385
3,4,2,0.7,0.1,3,0.5147705,-0.4090634,1.573077,-0.001739681,-0.3918441,1.58287,0,0.01721931,0.009792924,0.001739681,0.0198092358523313
3,4,3,0.7,0.1,3,0.5234985,-0.3916133,0.9324383,0.005368173,-0.391844,0.9171302,0,0.0002307296,0.01530808,0.005368173,0.0153098208295711
3,4,4,0.7,0.1,3,0.5451965,-0.7792813,1.436171,-0.006547093,-0.783156,1.455725,0,0.00387466,0.01955402,0.006547093,0.0199342078996119
3,4,5,0.7,0.1,3,0.5975952,-0.1794224,1.24646,-0.02225631,-0.15,1.25,0,0.02942237,0.003540277,0.02225631,0.0296346009396843
3,4,1,0.5,0.06,3.22239251961225,0.544281,-0.7130089,1.090942,-0.01114464,-0.7022542,1.103054,0,0.01075476,0.01211119,0.01114464,0.0161970923474276
3,4,2,0.5,0.06,3.22239251961225,0.5716858,-0.43268,1.475739,-0.002471626,-0.4227458,1.487764,0,0.009934247,0.01202476,0.002471626,0.0155975675443104
3,4,3,0.5,0.06,3.22239251961225,0.5036621,-0.4193515,1.009563,0.01219445,-0.4227457,1.012236,0,0.003394246,0.002672672,0.01219445,0.00432019486467864
3,4,4,0.5,0.06,3.22239251961225,0.5213318,-0.7027021,1.38058,-0.02344471,-0.7022543,1.396946,0,0.0004478097,0.01636672,0.02344471,0.0163728453121475
3,4,5,0.5,0.06,3.22239251961225,0.5964813,-0.2583448,1.249827,-0.003549635,-0.25,1.25,0,0.008344769,0.0001734495,0.003549635,0.00834657189348203
2,4,1,0.7,0.06,3.6629650489293,0.6865387,-0.7794147,1.039705,-0.008295059,-0.7831559,1.044275,0,0.003741205,0.00456965,0.008295059,0.00590578625109328
2,4,2,0.7,0.06,3.6629650489293,0.5534363,-0.399221,1.57042,0.004640639,-0.3918441,1.58287,0,0.007376969,0.01244998,0.004640639,0.0144714085750303
2,4,3,0.7,0.06,3.6629650489293,0.6168976,-0.3939647,0.9215096,0.0272665,-0.391844,0.9171302,0,0.002120674,0.004379392,0.0272665,0.00486583273021924
2,4,4,0.7,0.06,3.6629650489293,0.5987549,-0.784773,1.442582,0.005288422,-0.783156,1.455725,0,0.001617014,0.01314282,0.005288422,0.0132419244386056
2,4,5,0.7,0.06,3.6629650489293,0.6958466,-0.1556435,1.255757,-0.003736079,-0.15,1.25,0,0.005643487,0.005756736,0.003736079,0.0080615725727588
2,4,1,0.6,0.06,3.45943174371558,0.616806,-0.7483205,1.055854,0.006744087,-0.742705,1.073664,0,0.005615473,0.01781023,0.006744087,0.0186745191794728
2,4,2,0.6,0.06,3.45943174371558,0.5844879,-0.4084673,1.542727,0.0006862879,-0.4072949,1.535317,0,0.001172394,0.00740993,0.0006862879,0.00750210454885223
2,4,3,0.6,0.06,3.45943174371558,0.5868378,-0.3968892,0.9672801,4.428625E-05,-0.4072949,0.9646831,0,0.01040572,0.002597034,4.428625E-05,0.0107249046251961
2,4,4,0.6,0.06,3.45943174371558,0.6207123,-0.7517841,1.415375,-0.005088091,-0.7427051,1.426336,0,0.009079039,0.0109601,0.005088091,0.0142321041506272
2,4,5,0.6,0.06,3.45943174371558,0.743454,-0.2246448,1.239144,-0.001319706,-0.2,1.25,0,0.02464479,0.01085567,0.001319706,0.0269297502922462
2,4,1,0.6,0.1,2.8073549220576,0.6033478,-0.7375449,1.069238,-0.01867205,-0.742705,1.073664,0,0.005160153,0.004425883,0.01867205,0.00679820719022792
2,4,2,0.6,0.1,2.8073549220576,0.611908,-0.4076661,1.533178,0.02200103,-0.4072949,1.535317,0,0.0003711879,0.002138495,0.02200103,0.00217047074278336
2,4,3,0.6,0.1,2.8073549220576,0.5063324,-0.3921025,0.9413849,-0.003234625,-0.4072949,0.9646831,0,0.01519239,0.0232982,0.003234625,0.02781393545387
2,4,4,0.6,0.1,2.8073549220576,0.654541,-0.7398992,1.418443,-0.00301379,-0.7427051,1.426336,0,0.002805889,0.007892847,0.00301379,0.00837675628526571
2,4,5,0.6,0.1,2.8073549220576,0.7461243,-0.2207488,1.2501,-0.01536173,-0.2,1.25,0,0.02074879,0.0001003742,0.01536173,0.0207490368622248
2,4,1,0.5,0.1,2.58496250072116,0.4584503,-0.4296728,1.009805,0.002893925,-0.7022542,1.103054,0,0.2725814,0.09324861,0.002893925,0.288090126994005
2,4,2,0.5,0.1,2.58496250072116,1.053726,-0.4255323,1.478981,-0.01125288,-0.4227458,1.487764,0,0.002786577,0.008782625,0.01125288,0.00921409330031164
2,4,3,0.5,0.1,2.58496250072116,0.4405365,-0.4169792,1.000517,-0.00147754,-0.4227457,1.012236,0,0.005766481,0.01171911,0.00147754,0.0130610025869032
2,4,4,0.5,0.1,2.58496250072116,0.4428101,-0.7026796,1.389083,-0.01226252,-0.7022543,1.396946,0,0.0004253387,0.007863641,0.01226252,0.00787513551928032
2,4,5,0.5,0.1,2.58496250072116,0.5150909,-0.2556967,1.236215,-0.0004496574,-0.25,1.25,0,0.005696684,0.01378453,0.0004496574,0.0149152745890419
2,4,1,0.7,0.1,3,0.6301727,-0.790545,1.034378,-0.01416671,-0.7831559,1.044275,0,0.007389128,0.009897351,0.01416671,0.0123513876847304
2,4,2,0.7,0.1,3,0.5258636,-0.4030659,1.571571,0.001600981,-0.3918441,1.58287,0,0.01122183,0.01129889,0.001600981,0.01592464775279
2,4,3,0.7,0.1,3,0.625946,-0.3884689,0.9421012,0.007630765,-0.391844,0.9171302,0,0.003375143,0.02497101,0.007630765,0.0251980722390424
2,4,4,0.7,0.1,3,0.5678101,-0.7714808,1.44577,-0.01186526,-0.783156,1.455725,0,0.01167518,0.00995481,0.01186526,0.0153430130601727
2,4,5,0.7,0.1,3,0.6841583,-0.1854326,1.241466,-0.001428425,-0.15,1.25,0,0.03543261,0.008534193,0.001428425,0.0364458788489401
2,4,1,0.5,0.06,3.22239251961225,0.5427094,-0.7061904,1.085114,-0.004784465,-0.7022542,1.103054,0,0.003936231,0.01793933,0.004784465,0.018366095007244
2,4,2,0.5,0.06,3.22239251961225,0.4867249,-0.4252096,1.489314,-0.00171113,-0.4227458,1.487764,0,0.002463847,0.001550317,0.00171113,0.00291101807236227
2,4,3,0.5,0.06,3.22239251961225,0.4960022,-0.4249887,1.000257,0.004269898,-0.4227457,1.012236,0,0.002243042,0.01197886,0.004269898,0.0121870601933401
2,4,4,0.5,0.06,3.22239251961225,0.5882111,-0.7032158,1.390027,-0.0003241301,-0.7022543,1.396946,0,0.0009614825,0.006919146,0.0003241301,0.00698562983987082
2,4,5,0.5,0.06,3.22239251961225,0.6436462,-0.2476976,1.248198,-0.0001100898,-0.25,1.25,0,0.002302408,0.00180161,0.0001100898,0.00292350511730184
2,4,1,0.7,0.06,3.6629650489293,0.6283417,-0.7851723,1.040286,-0.01062274,-0.7831559,1.044275,0,0.002016485,0.003988743,0.01062274,0.00446948319686049
2,4,2,0.7,0.06,3.6629650489293,0.6124115,-0.3985851,1.579003,0.0002827048,-0.3918441,1.58287,0,0.006741077,0.003866434,0.0002827048,0.00777119217428507
2,4,3,0.7,0.06,3.6629650489293,0.6042328,-0.3846529,0.9222313,0.0002413392,-0.391844,0.9171302,0,0.007191092,0.005101085,0.0002413392,0.0088166244186443
2,4,4,0.7,0.06,3.6629650489293,0.6441803,-0.7987462,1.436108,-0.004258573,-0.783156,1.455725,0,0.01559025,0.01961648,0.004258573,0.0250571822062508
2,4,5,0.7,0.06,3.6629650489293,0.8479004,-0.1645812,1.237351,-0.005805671,-0.15,1.25,0,0.0145812,0.01264906,0.005805671,0.0193031136200126
2,4,1,0.6,0.06,3.45943174371558,0.6184845,-0.7441134,1.054775,0.0009630322,-0.742705,1.073664,0,0.001408398,0.01888919,0.0009630322,0.0189416218315263
2,4,2,0.6,0.06,3.45943174371558,0.5273285,-0.4227591,1.533766,0.00181669,-0.4072949,1.535317,0,0.01546422,0.001550674,0.00181669,0.0155417689555399
2,4,3,0.6,0.06,3.45943174371558,0.5310364,-0.4024134,0.9494211,0.005905867,-0.4072949,0.9646831,0,0.004881471,0.01526195,0.005905867,0.016023602062484
2,4,4,0.6,0.06,3.45943174371558,0.648941,-0.7344955,1.41523,-0.01513898,-0.7427051,1.426336,0,0.008209646,0.01110601,0.01513898,0.013810931752387
2,4,5,0.6,0.06,3.45943174371558,0.8089905,-0.1988692,1.245072,0.002392709,-0.2,1.25,0,0.001130819,0.004927754,0.002392709,0.00505583977040747
2,4,1,0.6,0.1,2.8073549220576,0.5700989,-0.7465312,1.058977,-0.003062963,-0.742705,1.073664,0,0.003826201,0.01468718,0.003062963,0.0151773873048976
2,4,2,0.6,0.1,2.8073549220576,0.4707336,-0.3872443,1.537284,0.01086187,-0.4072949,1.535317,0,0.02005056,0.001967192,0.01086187,0.0201468264927506
2,4,3,0.6,0.1,2.8073549220576,0.4530029,-0.391726,0.9456142,0.006630003,-0.4072949,0.9646831,0,0.01556888,0.0190689,0.006630003,0.0246173296244652
2,4,4,0.6,0.1,2.8073549220576,0.4962921,-0.7558835,1.415796,-0.008859456,-0.7427051,1.426336,0,0.01317835,0.01053917,0.008859456,0.0168743314107924
2,4,5,0.6,0.1,2.8073549220576,0.5141144,-0.1945562,1.230692,0.01253974,-0.2,1.25,0,0.005443752,0.01930821,0.01253974,0.0200609417717136
2,4,1,0.5,0.1,2.58496250072116,0.4299622,-0.7163832,1.090823,-0.007241786,-0.7022542,1.103054,0,0.01412898,0.01223016,0.007241786,0.0186870255067687
2,4,2,0.5,0.1,2.58496250072116,0.4029694,-0.4352003,1.497086,-0.005481601,-0.4227458,1.487764,0,0.01245451,0.009322047,0.005481601,0.0155568434255478
2,4,3,0.5,0.1,2.58496250072116,0.432373,-0.4173169,0.9834005,0.007195294,-0.4227457,1.012236,0,0.005428851,0.02883542,0.007195294,0.029342011281827
2,4,4,0.5,0.1,2.58496250072116,0.4698486,-0.7035475,1.388554,-0.01856863,-0.7022543,1.396946,0,0.001293242,0.008391976,0.01856863,0.00849103892235958
2,4,5,0.5,0.1,2.58496250072116,0.5500488,-0.2678411,1.247064,0.01755768,-0.25,1.25,0,0.01784113,0.002935767,0.01755768,0.0180810582168394
2,4,1,0.7,0.1,3,0.5441895,-0.7910229,1.041508,-0.03303915,-0.7831559,1.044275,0,0.007867038,0.002766728,0.03303915,0.00833936909318694
2,4,2,0.7,0.1,3,0.5669098,-0.4005441,1.581281,2.795458E-05,-0.3918441,1.58287,0,0.008700043,0.00158906,2.795458E-05,0.00884397301561557
2,4,3,0.7,0.1,3,0.6076202,-0.3799432,0.9261547,-0.002812326,-0.391844,0.9171302,0,0.01190084,0.009024501,0.002812326,0.0149355836967052
2,4,4,0.7,0.1,3,0.5987549,-0.792682,1.450452,-0.02217126,-0.783156,1.455725,0,0.009526014,0.005272627,0.02217126,0.0108878621941866
2,4,5,0.7,0.1,3,0.6627502,-0.1475218,1.259179,-0.01295841,-0.15,1.25,0,0.002478212,0.009179354,0.01295841,0.00950800031074189
2,4,1,0.5,0.06,3.22239251961225,0.5909119,-0.7063605,1.093631,0.002871335,-0.7022542,1.103054,0,0.004106343,0.009423018,0.002871335,0.0102788768826862
2,4,2,0.5,0.06,3.22239251961225,0.5432129,-0.4250177,1.470405,0.002189636,-0.4227458,1.487764,0,0.00227192,0.01735866,0.002189636,0.017506705107573
2,4,3,0.5,0.06,3.22239251961225,0.5387726,-0.414091,1.013719,-0.002694547,-0.4227457,1.012236,0,0.008654684,0.001482725,0.002694547,0.00878077593494661
2,4,4,0.5,0.06,3.22239251961225,0.6618805,-0.697766,1.392186,0.002158165,-0.7022543,1.396946,0,0.004488289,0.004760265,0.002158165,0.00654254289637656
2,4,5,0.5,0.06,3.22239251961225,0.6717529,-0.2487763,1.241031,-5.161762E-05,-0.25,1.25,0,0.001223743,0.008969426,5.161762E-05,0.00905252188002758
